dv,logdv,period,model,restriction,endogenous,instrumented,latestart,weights,decadal_dv,decadal_shock,dropoutliers,dropsmallczs,prefmods,i
D.incRate_corrected_discarded_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,146
D.incRate_corrected_discarded_5,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,147
D.incRate_corrected_discarded_5,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,148
D.incRate_corrected_discarded_50,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,149
D.incRate_corrected_discarded_50,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,150
D.incRate_corrected_discarded_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,151
D.incRate_corrected_discarded_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,152
D.incRate_corrected_estimated_0,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,153
D.incRate_corrected_estimated_0,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,154
D.incRate_corrected_estimated_100,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,155
D.incRate_corrected_estimated_100,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,156
D.incRate_corrected_estimated_25,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,157
D.incRate_corrected_estimated_25,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,158
D.incRate_corrected_estimated_25,TRUE,first,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,159
D.incRate_corrected_estimated_25,TRUE,first,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,160
D.incRate_corrected_estimated_25,TRUE,long,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,161
D.incRate_corrected_estimated_25,TRUE,long,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,162
D.incRate_corrected_estimated_25,TRUE,long.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,163
D.incRate_corrected_estimated_25,TRUE,long.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,164
D.incRate_corrected_estimated_25,TRUE,second,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,165
D.incRate_corrected_estimated_25,TRUE,second,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,166
D.incRate_corrected_estimated_25,TRUE,second.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,167
D.incRate_corrected_estimated_25,TRUE,second.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,168
D.incRate_corrected_estimated_25,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,169
D.incRate_corrected_estimated_25,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,170
D.incRate_corrected_estimated_25,TRUE,stacked.alt,czfe,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,171
D.incRate_corrected_estimated_25,TRUE,stacked.alt,czfe,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,172
D.incRate_corrected_estimated_25,TRUE,stacked.alt,extracontrols,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,173
D.incRate_corrected_estimated_25,TRUE,stacked.alt,extracontrols,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,174
D.incRate_corrected_estimated_25,TRUE,stacked.alt,periodfe,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,175
D.incRate_corrected_estimated_25,TRUE,stacked.alt,periodfe,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,176
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,consistent,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,177
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,consistent,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,178
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,china,instrumented,samestart,yes,yes,yes,no,no,FALSE,179
D.incRate_corrected_estimated_25,FALSE,stacked,preferred,unrestricted,china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,180
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,181
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,no,yes,yes,no,no,FALSE,182
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,no,yes,no,no,FALSE,183
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,no,no,no,FALSE,184
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,<100k,FALSE,185
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,<10k,FALSE,186
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,winsorize1,no,FALSE,187
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,winsorize2,no,FALSE,188
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,yes,no,FALSE,189
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,ols,samestart,yes,yes,yes,no,no,FALSE,190
D.incRate_corrected_estimated_25,FALSE,stacked,preferred,unrestricted,emptopop_china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,191
D.incRate_black_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_black_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,192
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,193
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,no,yes,yes,no,no,FALSE,194
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,no,yes,no,no,FALSE,195
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,no,no,no,FALSE,196
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,<100k,FALSE,197
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,<10k,FALSE,198
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,winsorize1,no,FALSE,199
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,winsorize2,no,FALSE,200
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,yes,no,FALSE,201
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,ols,samestart,yes,yes,yes,no,no,FALSE,202
D.incRate_white_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_white_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,203
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,manuf_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,204
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,unemp_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,205
D.incRate_corrected_estimated_25,TRUE,stacked.alt,simple,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,206
D.incRate_corrected_estimated_25,TRUE,stacked.alt,simple,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,207
D.incRate_corrected_estimated_25,TRUE,stacked.alt,spfe,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,208
D.incRate_corrected_estimated_25,TRUE,stacked.alt,spfe,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,209
D.incRate_corrected_estimated_25,TRUE,stacked.alt,statefe,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,210
D.incRate_corrected_estimated_25,TRUE,stacked.alt,statefe,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,211
D.incRate_corrected_estimated_25_vera2002,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,212
D.incRate_corrected_estimated_25_vera2002,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,213
D.incRate_corrected_estimated_5,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,214
D.incRate_corrected_estimated_5,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,215
D.incRate_corrected_estimated_50,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,216
D.incRate_corrected_estimated_50,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,217
D.incRate_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,218
D.incRate_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,219
D.incRate_latinx_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,220
D.incRate_latinx_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,221
D.incRate_latinx_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,222
D.incRate_latinx_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,223
D.incRate_latinx_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,224
D.incRate_latinx_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,225
D.incRate_latinx_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,226
D.incRate_latinx_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,227
D.incRate_native_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,228
D.incRate_native_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,229
D.incRate_native_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,230
D.incRate_native_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,231
D.incRate_native_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,232
D.incRate_native_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,233
D.incRate_native_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,234
D.incRate_native_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,235
D.incRate_uncorrected_discarded_0,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,236
D.incRate_uncorrected_discarded_0,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,237
D.incRate_uncorrected_discarded_100,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,238
D.incRate_uncorrected_discarded_100,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,239
D.incRate_uncorrected_discarded_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,240
D.incRate_uncorrected_discarded_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,241
D.incRate_uncorrected_discarded_5,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,242
D.incRate_uncorrected_discarded_5,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,243
D.incRate_uncorrected_discarded_50,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,244
D.incRate_uncorrected_discarded_50,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,245
D.incRate_uncorrected_discarded_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,246
D.incRate_uncorrected_discarded_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,247
D.incRate_uncorrected_estimated_0,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,248
D.incRate_uncorrected_estimated_0,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,249
D.incRate_uncorrected_estimated_100,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,250
D.incRate_uncorrected_estimated_100,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,251
D.incRate_uncorrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,252
D.incRate_uncorrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,253
D.incRate_uncorrected_estimated_5,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,254
D.incRate_uncorrected_estimated_5,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,255
D.incRate_uncorrected_estimated_50,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,256
D.incRate_uncorrected_estimated_50,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,257
D.incRate_uncorrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,258
D.incRate_uncorrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,259
D.incRate_white_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,260
D.incRate_white_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,261
D.incRate_white_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,262
D.incRate_white_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,263
D.incRate_white_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,264
D.incRate_white_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,265
D.incRate_white_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,266
D.incRate_white_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,267
D.jailRate_aapi_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,268
D.jailRate_aapi_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,269
D.jailRate_aapi_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,270
D.jailRate_aapi_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,271
D.jailRate_aapi_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,272
D.jailRate_aapi_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,273
D.jailRate_aapi_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,274
D.jailRate_aapi_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,275
D.jailRate_black_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,276
D.jailRate_black_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,277
D.jailRate_black_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,278
D.jailRate_black_corrected_estimated_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,279
D.jailRate_black_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,280
D.jailRate_black_corrected_estimated0_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,281
D.jailRate_black_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,282
D.jailRate_black_corrected_estimated0_75,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,283
D.jailRate_corrected_discarded_0,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,284
D.jailRate_corrected_discarded_0,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,285
D.jailRate_corrected_discarded_100,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,286
D.jailRate_corrected_discarded_100,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,287
D.jailRate_corrected_discarded_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,288
